([C:4]-[N;H0;D2;+0:3]=[C;H0;D2;+0:2]=[S;D1;H0:1])>>([C:4]-[NH;D2;+0:3]-[C;H0;D3;+0:2](=[S;D1;H0:1])-[S;H0;D2;+0:31]-[CH2;D2;+0:30]-[C@H;D3;+0:19](-[NH;D2;+0:20]-[C;H0;D3;+0:21](=[O;H0;D1;+0:22])-[CH2;D2;+0:23]-[CH2;D2;+0:24]-[C@H;D3;+0:25](-[NH2;D1;+0:26])-[C;H0;D3;+0:27](=[O;H0;D1;+0:28])-[OH;D1;+0:29])-[C;H0;D3;+0:17](=[O;H0;D1;+0:18])-[NH;D2;+0:16]-[CH2;D2;+0:15]-[C;H0;D3;+0:13](=[O;H0;D1;+0:12])-[OH;D1;+0:14])	1.5	chemblRule59
([#7:2]=[C;H0;D2;+0:1]=[S;H0;D1;+0:11])>>([#7:2]=[C;H0;D2;+0:1]=[O;H0;D1;+0:12])	1.5	chemblRule60
([C:4]-[N;H0;D2;+0:3]=[C;H0;D2;+0:2]=[O;D1;H0:1])>>([C:4]-[NH;D2;+0:3]-[C;H0;D3;+0:2](=[O;D1;H0:1])-[S;H0;D2;+0:12]-[CH2;D2;+0:13]-[C@H;D3;+0:14](-[NH;D2;+0:15]-[C;H0;D3;+0:16](=[O;H0;D1;+0:17])-[CH2;D2;+0:18]-[CH2;D2;+0:19]-[C@H;D3;+0:20](-[NH2;D1;+0:21])-[C;H0;D3;+0:22](=[O;H0;D1;+0:23])-[OH;D1;+0:24])-[C;H0;D3;+0:25](=[O;H0;D1;+0:26])-[NH;D2;+0:27]-[CH2;D2;+0:28]-[C;H0;D3;+0:29](=[O;H0;D1;+0:30])-[OH;D1;+0:31])	1.5	chemblRule61
([C:2]-[N;H0;D2;+0:1]=[C;H0;D2;+0:11]=[O;H0;D1;+0:10])>>([C:2]-[NH2;D1;+0:1])	1.5	chemblRule62
([C:14]-[OH;D1;+0:15])>>([C:14]-[O;H0;D2;+0:15]-[C@@H;D3;+0:34]1-[O;H0;D2;+0:33]-[C@H;D3;+0:32](-[C;H0;D3;+0:30](=[O;H0;D1;+0:29])-[OH;D1;+0:31])-[C@@H;D3;+0:39](-[OH;D1;+0:40])-[C@H;D3;+0:37](-[OH;D1;+0:38])-[C@H;D3;+0:35]-1-[OH;D1;+0:36])	1.5	chemblRule64
([C:11]-[NH;D2;+0:12]-[C:13])>>([C:11]-[N;H0;D3;+0:12](-[C:13])-[C;H0;D3;+0:36](=[O;H0;D1;+0:37])-[O;H0;D2;+0:35]-[C@@H;D3;+0:34]1-[O;H0;D2;+0:33]-[C@H;D3;+0:32](-[C;H0;D3;+0:30](=[O;H0;D1;+0:29])-[OH;D1;+0:31])-[C@@H;D3;+0:42](-[OH;D1;+0:43])-[C@H;D3;+0:40](-[OH;D1;+0:41])-[C@H;D3;+0:38]-1-[OH;D1;+0:39])	1.5	chemblRule65
([C:11]-[NH;D2;+0:12]-[C:13]-[C@H;D3;+0:14](-[OH;D1;+0:15])-[c:16])>>([C:11]-[N;H0;D3;+0:12](-[C:13]-[C;H0;D3;+0:14](=[O;H0;D1;+0:15])-[c:16])-[C;H0;D3;+0:36](=[O;H0;D1;+0:37])-[O;H0;D2;+0:35]-[C@@H;D3;+0:34]1-[O;H0;D2;+0:33]-[C@H;D3;+0:32](-[C;H0;D3;+0:30](=[O;H0;D1;+0:29])-[OH;D1;+0:31])-[C@@H;D3;+0:42](-[OH;D1;+0:43])-[C@H;D3;+0:40](-[OH;D1;+0:41])-[C@H;D3;+0:38]-1-[OH;D1;+0:39])	1.5	chemblRule66
([C:10]-[CH2;D2;+0:11]-[NH;D2;+0:22]-[CH2;D2;+0:23]-[C@H;D3;+0:12](-[O;D1;H1:13])-[c;H0;D3;+0:14]1:[cH;D2;+0:24]:[cH;D2;+0:25]:[cH;D2;+0:26]:[cH;D2;+0:27]:[cH;D2;+0:28]:1)>>([C:10]-[C;H0;D3;+0:11](=[O;H0;D1;+0:29])-[OH;D1;+0:30]).([F;H0;D1;+0:32]-[C;H0;D4;+0:14](-[F;H0;D1;+0:33])(-[F;H0;D1;+0:34])-[C;H0;D3;+0:12](-[O;D1;H1:13])=[O;H0;D1;+0:31])	1.5	chemblRule67
([C:11]-[C@H;D3;+0:12](-[O;D1;H1:13])-[c:14].[NH2;D1;+0:28]-[c;H0;D3;+0:25]1:[n;H0;D2;+0:24]:[c;H0;D3;+0:23](-[CH2;D2;+0:22]-[C;H0;D3;+0:21](=[O;H0;D1;+0:20])-[NH;D2;+0:1]-[c:2]):[cH;D2;+0:27]:[s;H0;D2;+0:26]:1)>>([C:11]-[C@H;D3;+0:12](-[O;D1;H1:13])-[c:14].[NH2;D1;+0:1]-[c:2]).([ClH;D0;+0:29])	1.5	chemblRule68
([C:11]-[NH;D2;+0:12]-[C:13])>>([C:11]-[N;H0;D3;+0:12](-[C:13])-[O;H0;D2;+0:35]-[C@@H;D3;+0:34]1-[O;H0;D2;+0:33]-[C@H;D3;+0:32](-[C;H0;D3;+0:30](=[O;H0;D1;+0:29])-[OH;D1;+0:31])-[C@@H;D3;+0:40](-[OH;D1;+0:41])-[C@H;D3;+0:38](-[OH;D1;+0:39])-[C@H;D3;+0:36]-1-[OH;D1;+0:37])	1.5	chemblRule70
